Date,Temperature,Min_temp,Max_temp,Rain,Wind_speed,Wind_dir,Humidity,PM10,PM25,Range
2019년 1월 14일,1.4,-2.4,5.3,0.0,0.9,290.0,68.6,186,145,3
2019년 1월 15일,-1.7,-7.2,2.6,0.0,2.7,290.0,58.8,79,15,1
2019년 1월 16일,-5.2,-10.1,-1.1,0.0,2.3,270.0,45.9,33,17,1
2019년 1월 17일,-0.3,-3.2,4.0,0.0,1.7,290.0,45.8,50,24,1
2019년 1월 18일,0.6,-4.6,6.7,0.0,1.3,290.0,44.0,97,66,2
2019년 1월 19일,3.6,0.0,8.5,0.0,1.2,50.0,59.8,76,56,1
2019년 1월 20일,-1.4,-5.5,4.0,0.0,3.2,290.0,38.5,45,14,1
2019년 1월 21일,-1.2,-6.7,4.2,0.0,1.6,270.0,57.8,57,24,1
2019년 1월 22일,1.7,-3.3,7.1,0.0,1.7,20.0,62.0,77,44,1
2019년 1월 23일,2.0,-0.8,7.0,0.0,2.3,270.0,48.9,48,18,1
2019년 1월 24일,0.1,-4.6,6.5,0.0,1.7,270.0,34.9,38,21,1
2019년 1월 25일,-1.2,-3.8,2.6,0.0,2.6,290.0,27.6,85,19,2
2019년 1월 26일,-2.5,-6.5,2.4,0.0,2.4,320.0,30.9,46,22,1
2019년 1월 27일,-0.1,-6.6,5.1,0.0,1.7,230.0,52.5,20,11,0
2019년 1월 28일,1.2,-2.4,4.5,0.0,3.1,290.0,40.4,105,15,2
2019년 1월 29일,-0.2,-5.6,7.0,0.0,1.5,290.0,35.5,57,26,1
2019년 1월 30일,1.8,-2.8,6.6,0.0,1.5,290.0,54.6,55,30,1
2019년 1월 31일,-2.0,-6.2,2.3,0.0,2.9,290.0,29.0,73,17,1
2019년 2월 1일,-2.1,-7.4,2.8,0.3,1.7,270.0,47.6,43,24,1
2019년 2월 2일,1.4,-3.2,6.1,0.0,1.0,70.0,60.0,73,47,1
2019년 2월 3일,3.3,2.0,4.9,16.0,1.7,90.0,92.9,34,29,1
2019년 2월 4일,-0.6,-3.3,3.0,0.0,2.1,290.0,40.4,43,19,1
2019년 2월 5일,2.8,-3.6,10.1,0.0,1.0,50.0,37.1,124,42,2
2019년 2월 6일,5.1,0.1,9.3,0.0,1.3,20.0,54.9,75,24,1
2019년 2월 7일,-2.1,-8.2,6.3,0.5,3.5,290.0,45.5,26,12,0
2019년 2월 8일,-6.1,-10.2,-1.3,0.0,2.3,290.0,31.5,38,21,1
2019년 2월 9일,-5.4,-8.6,-1.9,0.0,2.7,320.0,30.0,41,20,1
2019년 2월 10일,-5.0,-9.1,-1.9,0.0,1.7,290.0,31.3,36,22,1
2019년 2월 11일,-3.0,-7.5,2.0,0.0,2.3,270.0,34.9,44,26,1
2019년 2월 12일,-0.6,-4.1,3.7,0.0,1.9,290.0,35.5,55,30,1
2019년 2월 13일,-2.1,-5.7,2.5,0.0,2.4,290.0,26.6,33,17,1
2019년 2월 14일,-0.5,-5.9,6.3,0.0,1.4,250.0,24.3,66,38,1
2019년 2월 15일,-0.8,-2.9,0.9,2.2,1.9,290.0,72.8,36,29,1
2019년 2월 16일,-2.7,-5.1,1.5,0.2,2.6,320.0,59.0,64,51,1
2019년 2월 17일,-1.8,-6.8,4.6,0.0,1.9,270.0,47.4,40,25,1
2019년 2월 18일,0.9,-4.7,5.9,0.0,1.3,290.0,43.5,49,31,1
2019년 2월 19일,1.4,0.2,3.0,4.6,1.4,70.0,80.8,38,28,1
2019년 2월 20일,1.7,-0.1,4.5,0.0,2.1,270.0,67.8,92,74,2
2019년 2월 21일,2.4,-2.6,9.0,0.0,1.5,270.0,59.4,65,52,1
2019년 2월 22일,4.0,-1.6,10.8,0.0,1.5,200.0,56.1,66,48,1
2019년 2월 23일,6.8,0.5,14.5,0.0,1.1,20.0,41.0,62,41,1
2019년 2월 24일,6.3,1.2,13.7,0.0,1.8,290.0,45.0,89,75,2
2019년 2월 25일,4.7,1.3,10.2,0.0,2.3,290.0,55.8,61,31,1
2019년 2월 26일,5.2,-1.5,12.0,0.0,1.6,270.0,32.8,55,33,1
2019년 2월 27일,7.8,4.7,14.0,0.0,1.6,290.0,31.3,83,55,2
2019년 2월 28일,6.6,2.0,12.8,0.0,2.0,290.0,39.5,88,59,2
2019년 3월 1일,6.6,1.2,13.0,0.0,2.1,290.0,42.3,140,94,2
2019년 3월 2일,7.8,1.3,14.7,0.0,1.1,290.0,37.6,127,91,2
2019년 3월 3일,9.4,2.5,16.1,0.0,1.5,20.0,36.4,161,113,3
2019년 3월 4일,9.9,5.0,16.3,0.0,1.9,270.0,46.1,193,136,3
2019년 3월 5일,8.4,5.6,12.9,0.0,2.0,250.0,66.3,152,111,3
2019년 3월 6일,8.4,5.7,12.4,0.0,2.0,290.0,55.0,115,85,2
2019년 3월 7일,7.0,3.1,12.7,0.0,2.2,270.0,51.1,52,28,1
2019년 3월 8일,6.1,0.6,13.4,0.0,1.9,290.0,39.4,36,23,1
2019년 3월 9일,7.2,-0.4,14.9,0.0,1.3,290.0,31.8,47,33,1
2019년 3월 10일,10.1,6.7,15.3,0.0,1.2,50.0,26.4,73,37,1
2019년 3월 11일,6.6,3.5,10.0,0.0,1.8,230.0,61.0,64,49,1
2019년 3월 12일,3.9,-0.3,7.9,0.0,2.7,270.0,55.1,65,13,1
2019년 3월 13일,3.5,-0.4,8.5,0.0,3.3,270.0,38.5,33,11,1
2019년 3월 14일,5.0,-1.7,10.0,0.0,1.9,200.0,45.3,56,29,1
2019년 3월 15일,5.5,1.6,11.3,3.5,1.6,270.0,72.8,16,13,0
2019년 3월 16일,4.3,0.2,9.2,0.0,1.8,290.0,69.9,39,26,1
2019년 3월 17일,6.3,2.6,12.4,0.0,2.0,290.0,55.4,35,19,1
2019년 3월 18일,7.1,1.4,14.4,0.0,1.4,270.0,43.8,37,21,1
2019년 3월 19일,10.0,3.4,16.7,0.0,1.4,20.0,52.0,90,60,2
2019년 3월 20일,10.3,7.1,14.6,16.5,1.4,90.0,79.0,73,60,1
2019년 3월 21일,7.1,1.9,11.1,3.3,2.9,270.0,77.4,45,35,1
2019년 3월 22일,3.3,-0.7,8.3,0.0,2.8,290.0,40.9,20,10,0
2019년 3월 23일,3.3,-0.4,8.2,1.7,2.4,320.0,46.9,26,16,0
2019년 3월 24일,4.3,-0.8,9.7,0.0,2.3,230.0,45.4,24,14,0
2019년 3월 25일,7.3,2.9,11.5,0.0,2.0,230.0,56.1,52,31,1
2019년 3월 26일,11.4,7.4,17.6,0.0,2.0,270.0,51.1,63,38,1
2019년 3월 27일,11.6,8.9,16.2,0.0,3.0,200.0,66.4,107,66,2
2019년 3월 28일,9.4,5.6,14.6,0.0,2.6,270.0,49.9,43,24,1
2019년 3월 29일,9.2,5.5,15.1,0.0,2.1,320.0,33.1,36,20,1
2019년 3월 30일,5.2,3.5,8.4,1.8,2.9,270.0,72.0,37,28,1
2019년 3월 31일,4.4,2.6,8.4,0.0,3.2,290.0,46.0,20,10,0
2019년 4월 1일,5.5,0.3,11.3,0.0,2.5,270.0,39.8,27,13,0
2019년 4월 2일,6.7,1.3,13.0,0.0,2.2,290.0,36.9,35,18,1
2019년 4월 3일,7.6,1.9,13.6,0.0,2.3,290.0,36.1,36,21,1
2019년 4월 4일,9.2,3.0,15.7,0.0,2.5,270.0,43.0,31,19,1
2019년 4월 5일,11.4,7.0,17.2,0.0,2.9,230.0,41.0,70,17,1
2019년 4월 6일,9.3,5.9,12.2,0.8,1.1,50.0,39.9,49,18,1
2019년 4월 7일,12.6,5.6,20.3,0.0,1.7,290.0,43.1,40,13,1
2019년 4월 8일,11.6,7.6,17.2,0.0,2.5,290.0,25.6,35,15,1
2019년 4월 9일,9.2,4.7,13.9,17.4,2.4,70.0,49.1,11,9,0
2019년 4월 10일,7.1,4.7,10.2,5.6,1.8,90.0,78.4,11,7,0
2019년 4월 11일,9.5,4.3,15.7,0.0,1.9,290.0,58.0,31,19,1
2019년 4월 12일,11.4,5.5,18.4,0.0,2.2,290.0,48.5,52,35,1
2019년 4월 13일,11.8,6.2,17.9,0.0,1.8,270.0,34.0,34,21,1
2019년 4월 14일,9.6,6.9,13.6,1.7,2.2,270.0,45.5,41,10,1
2019년 4월 15일,11.6,3.9,18.1,0.0,1.8,270.0,30.9,61,25,1
2019년 4월 16일,14.9,6.8,22.6,0.0,1.6,290.0,26.3,37,18,1
2019년 4월 17일,15.3,9.1,21.8,0.0,1.9,270.0,37.5,29,18,0
2019년 4월 18일,12.6,10.4,16.2,0.0,2.0,270.0,74.4,64,36,1
2019년 4월 19일,13.8,9.6,19.7,0.0,1.6,70.0,57.5,48,25,1
2019년 4월 20일,14.3,9.7,19.1,1.2,1.9,290.0,66.9,61,32,1
2019년 4월 21일,14.8,12.2,20.2,0.3,1.9,290.0,77.8,35,26,1
2019년 4월 22일,19.3,10.7,28.2,0.0,1.4,270.0,50.6,150,50,2
2019년 4월 23일,20.4,15.3,25.5,0.0,1.3,270.0,52.0,68,45,1
2019년 4월 24일,19.5,15.8,25.9,4.1,1.6,290.0,70.4,43,27,1
2019년 4월 25일,13.2,9.4,17.2,11.3,2.0,70.0,75.9,17,11,0
2019년 4월 26일,8.4,6.2,9.9,4.9,1.5,20.0,82.1,10,6,0
2019년 4월 27일,11.6,4.1,18.2,0.0,1.7,290.0,52.6,23,14,0
2019년 4월 28일,12.9,9.9,16.6,0.0,1.6,290.0,48.8,15,10,0
2019년 4월 29일,13.0,8.3,17.3,0.0,0.9,50.0,52.9,32,22,1
2019년 4월 30일,15.5,9.0,22.5,0.0,1.6,270.0,52.8,39,21,1
2019년 5월 1일,16.4,11.2,22.2,0.0,2.3,270.0,48.9,119,33,2
2019년 5월 2일,17.1,10.6,25.3,0.0,2.3,290.0,28.5,29,11,0
2019년 5월 3일,17.9,10.1,26.1,0.0,1.6,290.0,37.5,101,60,2
2019년 5월 4일,19.5,12.0,27.4,0.0,1.7,290.0,40.4,72,45,1
2019년 5월 5일,19.2,13.6,26.5,0.0,2.2,270.0,35.8,60,37,1
2019년 5월 6일,14.5,9.8,19.8,0.0,3.1,290.0,27.1,53,14,1
2019년 5월 7일,15.0,8.4,21.9,0.0,2.3,250.0,33.4,47,22,1
2019년 5월 8일,15.6,10.1,21.3,0.0,2.3,200.0,48.3,74,36,1
2019년 5월 9일,16.6,11.7,22.9,0.0,2.2,270.0,43.3,31,17,1
2019년 5월 10일,17.8,10.3,26.8,0.0,1.9,270.0,48.0,57,31,1
2019년 5월 11일,20.3,13.2,28.3,0.0,1.8,290.0,39.0,62,33,1
2019년 5월 12일,21.6,14.7,28.9,0.0,1.5,270.0,36.0,79,52,1
2019년 5월 13일,18.7,15.5,22.8,0.0,1.6,290.0,43.4,40,28,1
2019년 5월 14일,19.6,12.9,26.9,0.0,1.6,270.0,44.5,50,39,1
2019년 5월 15일,20.7,14.8,28.0,0.0,1.7,290.0,48.1,73,45,1
2019년 5월 16일,23.5,16.7,30.0,0.0,1.5,270.0,43.8,43,28,1
2019년 5월 17일,23.6,17.6,28.3,0.0,1.2,70.0,44.9,78,52,1
2019년 5월 18일,22.8,19.1,25.9,0.0,2.1,110.0,46.8,15,7,0
2019년 5월 19일,19.4,17.9,21.6,22.0,1.2,70.0,93.0,23,20,0
2019년 5월 20일,16.4,13.0,20.2,8.7,3.4,270.0,63.6,35,14,1
2019년 5월 21일,17.2,11.7,23.8,0.0,2.9,200.0,52.0,75,34,1
2019년 5월 22일,19.5,12.3,26.5,0.0,2.4,230.0,46.0,55,30,1
2019년 5월 23일,22.1,15.0,29.2,0.0,1.7,270.0,45.0,56,34,1
2019년 5월 24일,24.2,16.2,33.4,0.0,1.7,290.0,46.4,109,71,2
2019년 5월 25일,23.4,18.4,28.6,0.0,1.6,200.0,45.6,35,20,1
2019년 5월 26일,24.5,18.6,31.1,0.0,1.8,270.0,39.0,41,22,1
2019년 5월 27일,17.8,14.3,22.3,7.1,2.4,140.0,80.9,23,11,0
2019년 5월 28일,18.1,11.9,24.6,0.0,2.6,270.0,45.9,32,12,1
2019년 5월 29일,20.3,13.3,26.5,0.0,2.0,290.0,48.4,42,18,1
2019년 5월 30일,19.6,14.6,24.5,0.0,2.4,200.0,48.0,53,31,1
2019년 5월 31일,19.1,16.1,23.3,0.0,2.8,290.0,49.6,22,13,0
2019년 6월 1일,18.9,14.8,23.7,0.0,1.9,270.0,60.5,29,20,0
2019년 6월 2일,21.1,14.1,27.8,0.0,1.7,290.0,42.1,33,17,1
2019년 6월 3일,23.1,16.0,29.5,0.0,1.8,160.0,42.9,55,32,1
2019년 6월 4일,22.6,17.6,29.0,0.0,2.2,290.0,56.4,30,20,0
2019년 6월 5일,23.0,17.8,29.6,0.0,1.8,270.0,63.8,68,48,1
2019년 6월 6일,21.2,18.6,25.1,7.5,1.2,90.0,75.9,50,38,1
2019년 6월 7일,20.0,17.0,24.7,35.3,1.9,50.0,77.3,13,9,0
2019년 6월 8일,21.9,16.0,27.6,0.0,1.4,50.0,57.5,24,18,0
2019년 6월 9일,21.6,17.1,26.5,2.5,1.8,290.0,66.1,22,16,0
2019년 6월 10일,18.4,15.7,21.9,9.5,1.6,70.0,70.3,12,7,0
2019년 6월 11일,20.5,15.5,26.1,0.0,1.4,50.0,51.1,19,13,0
2019년 6월 12일,21.5,16.1,26.4,0.0,1.8,290.0,57.1,21,13,0
2019년 6월 13일,23.0,16.6,28.8,0.0,1.7,290.0,51.9,32,23,1
2019년 6월 14일,23.0,19.1,28.4,0.0,1.8,290.0,54.8,34,20,1
2019년 6월 15일,21.9,17.9,27.4,2.1,2.4,290.0,61.5,24,12,0
2019년 6월 16일,22.0,16.1,27.2,0.0,1.6,50.0,55.4,20,14,0
2019년 6월 17일,21.7,18.1,26.2,0.0,2.3,290.0,59.1,19,12,0
2019년 6월 18일,20.8,17.0,24.8,13.8,1.5,250.0,78.6,32,25,1
2019년 6월 19일,21.4,18.9,25.4,0.2,1.9,270.0,77.8,30,23,0
2019년 6월 20일,22.7,19.8,27.8,0.0,1.9,270.0,70.6,22,16,0
2019년 6월 21일,22.1,19.4,26.1,0.2,1.7,290.0,72.9,24,17,0
2019년 6월 22일,24.2,17.7,30.6,0.0,1.5,70.0,42.3,13,8,0
2019년 6월 23일,25.0,19.1,31.0,0.0,1.8,50.0,40.4,17,10,0
2019년 6월 24일,25.2,20.9,30.9,0.0,2.0,270.0,46.9,20,13,0
2019년 6월 25일,25.6,19.5,32.8,0.0,1.6,290.0,49.1,30,20,0
2019년 6월 26일,25.5,20.7,29.5,0.0,1.3,50.0,52.6,36,26,1
2019년 6월 27일,25.5,21.9,31.2,1.4,1.4,50.0,70.5,37,29,1
2019년 6월 28일,24.7,22.3,29.0,0.0,1.7,290.0,67.3,31,24,1
2019년 6월 29일,23.1,19.6,27.7,1.5,1.2,50.0,72.0,22,18,0
2019년 6월 30일,23.9,20.9,28.5,0.0,2.3,200.0,73.5,41,33,1
2019년 7월 1일,23.9,20.6,28.9,0.0,2.3,270.0,64.4,25,18,0
2019년 7월 2일,24.4,20.8,30.1,0.0,2.3,270.0,63.5,24,17,0
2019년 7월 3일,24.1,21.2,27.4,0.0,1.7,290.0,64.6,30,20,0
2019년 7월 4일,25.4,20.0,32.8,0.0,1.9,290.0,59.6,22,15,0
2019년 7월 5일,27.6,20.2,35.0,0.0,1.5,20.0,42.1,27,17,0
2019년 7월 6일,29.7,24.6,36.1,0.0,1.7,90.0,40.9,33,22,1
2019년 7월 7일,26.7,22.7,32.5,0.0,2.2,90.0,43.3,13,8,0
2019년 7월 8일,25.1,21.2,31.0,0.0,2.0,70.0,46.6,10,7,0
2019년 7월 9일,25.0,19.7,30.0,0.0,1.8,90.0,46.4,12,7,0
2019년 7월 10일,22.7,19.3,27.3,8.5,2.0,70.0,64.1,7,5,0
2019년 7월 11일,21.9,19.5,25.9,2.9,1.3,50.0,76.9,7,3,0
2019년 7월 12일,23.6,20.0,28.7,0.0,2.0,290.0,65.5,18,14,0
2019년 7월 13일,24.9,22.1,29.7,0.0,1.7,290.0,67.3,36,31,1
2019년 7월 14일,25.9,21.2,31.6,0.0,1.6,290.0,64.6,44,37,1
2019년 7월 15일,23.8,22.1,27.4,7.7,1.1,50.0,80.0,31,24,1
2019년 7월 16일,24.7,21.4,28.8,6.3,1.3,50.0,79.0,49,38,1
2019년 7월 17일,25.6,22.3,29.2,0.7,1.2,270.0,73.9,72,58,1
2019년 7월 18일,26.9,23.3,32.1,0.0,1.2,290.0,65.0,64,52,1
2019년 7월 19일,28.6,22.8,35.0,0.0,1.5,90.0,61.3,11,7,0
2019년 7월 20일,28.0,25.1,31.9,1.1,2.1,90.0,66.9,7,3,0
2019년 7월 21일,25.1,24.2,27.0,6.2,2.2,230.0,87.1,32,23,1
2019년 7월 22일,26.7,24.2,31.0,0.1,2.2,200.0,74.6,35,26,1
2019년 7월 23일,28.1,24.4,32.9,0.0,1.7,230.0,70.8,20,10,0
2019년 7월 24일,26.5,25.2,27.2,1.0,1.6,200.0,82.3,37,22,1
2019년 7월 25일,26.3,25.6,27.4,9.7,1.2,200.0,90.1,24,17,0
2019년 7월 26일,25.1,23.7,25.9,60.0,1.7,200.0,95.3,22,17,0
2019년 7월 27일,28.4,24.9,33.4,0.6,1.3,140.0,76.6,19,14,0
2019년 7월 28일,26.1,25.0,28.2,25.6,2.2,200.0,88.3,12,6,0
2019년 7월 29일,27.5,25.6,30.0,0.5,2.6,200.0,74.5,17,11,0
2019년 7월 30일,28.1,26.3,30.8,1.2,3.4,200.0,75.3,24,15,0
2019년 7월 31일,25.8,24.0,27.5,62.3,2.2,200.0,91.1,25,14,0
2019년 8월 1일,26.3,23.5,30.1,26.9,1.7,270.0,86.4,17,10,0
2019년 8월 2일,28.4,24.7,33.1,0.0,1.2,270.0,74.6,19,13,0
2019년 8월 3일,29.4,25.6,36.0,3.0,1.3,50.0,69.0,19,13,0
2019년 8월 4일,28.3,25.0,34.4,8.6,1.2,50.0,75.9,26,19,0
2019년 8월 5일,30.5,25.6,35.9,0.0,1.1,340.0,65.5,37,28,1
2019년 8월 6일,31.6,27.9,36.8,0.0,1.5,70.0,51.4,22,16,0
2019년 8월 7일,26.9,23.9,30.3,8.0,1.2,290.0,78.1,31,19,1
2019년 8월 8일,28.9,25.9,32.7,0.0,1.6,290.0,71.4,27,20,0
2019년 8월 9일,29.8,26.0,34.6,0.0,1.3,290.0,69.0,21,13,0
2019년 8월 10일,31.5,26.6,36.5,0.0,1.5,90.0,57.9,20,13,0
2019년 8월 11일,30.4,26.3,35.7,6.7,2.5,90.0,53.6,16,11,0
2019년 8월 12일,26.6,24.8,28.5,56.2,1.3,70.0,91.8,14,9,0
2019년 8월 13일,29.2,25.1,35.3,6.4,1.5,270.0,76.9,40,28,1
2019년 8월 14일,30.4,25.9,35.7,0.0,1.5,70.0,63.9,14,9,0
2019년 8월 15일,25.9,23.9,28.6,16.2,1.3,50.0,82.0,8,4,0
2019년 8월 16일,25.9,23.0,29.5,0.1,2.2,270.0,74.5,26,17,0
2019년 8월 17일,25.9,23.4,28.8,0.0,2.5,270.0,69.5,27,15,0
2019년 8월 18일,25.6,22.6,30.7,0.0,1.7,270.0,66.5,20,12,0
2019년 8월 19일,26.3,21.2,31.3,0.0,1.1,50.0,60.6,30,19,0
2019년 8월 20일,28.2,23.2,32.8,0.0,1.5,70.0,56.3,32,23,1
2019년 8월 21일,27.0,24.4,30.4,1.3,1.2,50.0,67.3,48,36,1
2019년 8월 22일,26.9,23.0,31.4,0.0,1.7,270.0,66.5,43,29,1
2019년 8월 23일,26.2,22.7,30.5,0.0,2.1,270.0,58.4,32,17,1
2019년 8월 24일,24.1,21.5,27.3,0.0,1.5,270.0,60.9,19,11,0
2019년 8월 25일,25.0,20.2,29.9,0.0,1.5,50.0,66.6,16,10,0
2019년 8월 26일,26.4,21.5,32.1,0.0,1.2,50.0,63.8,41,25,1
2019년 8월 27일,25.7,22.2,29.3,20.0,1.0,290.0,71.1,35,25,1
2019년 8월 28일,26.1,23.6,30.2,0.0,1.9,270.0,66.2,26,17,0
2019년 8월 29일,23.4,20.1,26.4,36.9,2.2,160.0,77.1,33,21,1
2019년 8월 30일,22.6,19.5,27.0,0.2,2.4,200.0,66.3,16,8,0
2019년 8월 31일,23.5,18.5,28.9,0.0,1.9,230.0,65.0,19,11,0
2019년 9월 1일,23.7,19.2,27.8,0.0,1.4,340.0,64.0,22,14,0
2019년 9월 2일,24.4,19.4,29.7,0.0,1.6,320.0,56.6,27,15,0
2019년 9월 3일,24.1,22.0,28.0,0.0,2.3,360.0,67.6,10,5,0
2019년 9월 4일,22.8,21.2,25.5,22.7,2.5,360.0,89.0,12,7,0
2019년 9월 5일,23.0,21.5,27.6,36.4,2.0,360.0,91.4,8,5,0
2019년 9월 6일,25.3,21.6,29.1,2.4,2.1,360.0,79.8,23,14,0
2019년 9월 7일,25.7,22.6,29.5,2.8,6.0,360.0,72.9,11,3,0
2019년 9월 8일,24.7,22.9,27.3,0.0,1.9,160.0,76.9,51,35,1
2019년 9월 9일,25.1,22.4,28.0,0.0,1.7,340.0,74.3,18,12,0
2019년 9월 10일,23.8,22.1,26.5,63.2,2.4,360.0,93.4,19,13,0
2019년 9월 11일,24.3,20.4,28.7,7.6,3.1,360.0,71.4,7,4,0
2019년 9월 12일,21.0,18.7,22.9,3.9,2.6,360.0,72.3,14,7,0
2019년 9월 13일,23.3,18.3,29.3,0.1,1.7,360.0,60.4,21,11,0
2019년 9월 14일,22.4,20.8,24.1,0.3,1.2,320.0,80.0,23,17,0
2019년 9월 15일,24.2,19.5,30.0,0.0,1.7,340.0,70.4,12,7,0
2019년 9월 16일,24.5,20.7,30.5,0.0,2.1,360.0,53.0,18,8,0
2019년 9월 17일,23.5,18.0,29.0,0.0,2.1,360.0,41.6,28,14,0
2019년 9월 18일,21.0,16.0,25.4,0.0,3.1,230.0,46.0,35,8,1
2019년 9월 19일,19.5,13.6,26.0,0.0,1.9,270.0,46.5,25,8,0
2019년 9월 20일,19.6,15.8,24.2,0.0,2.1,360.0,52.8,21,10,0
2019년 9월 21일,19.6,18.3,22.1,0.0,2.0,360.0,60.3,13,8,0
2019년 9월 22일,18.6,17.3,19.6,0.4,3.8,360.0,63.4,5,3,0
2019년 9월 23일,20.0,16.9,24.6,0.0,2.2,290.0,51.1,20,9,0
2019년 9월 24일,19.8,13.9,26.5,0.0,1.8,230.0,61.3,23,11,0
2019년 9월 25일,20.9,14.8,27.4,0.0,1.4,340.0,64.4,45,27,1
2019년 9월 26일,22.9,17.7,29.0,0.0,1.9,340.0,59.3,24,14,0
2019년 9월 27일,22.9,19.6,27.0,0.0,1.9,360.0,57.5,28,15,0
2019년 9월 28일,23.7,19.4,29.2,0.0,1.7,230.0,58.9,38,25,1
2019년 9월 29일,22.6,17.9,28.6,0.0,1.7,230.0,60.6,46,29,1
2019년 9월 30일,22.4,16.4,29.9,0.0,1.6,230.0,61.0,82,53,2
2019년 10월 1일,23.1,17.6,28.2,0.0,1.8,320.0,67.1,42,30,1
2019년 10월 2일,21.6,20.0,24.2,23.1,3.0,360.0,88.0,7,6,0
2019년 10월 3일,22.4,19.8,27.3,4.6,2.8,340.0,73.4,16,10,0
2019년 10월 4일,22.4,18.0,27.8,0.0,2.1,360.0,71.5,65,44,1
2019년 10월 5일,18.7,14.7,21.9,0.6,2.9,360.0,72.6,6,3,0
2019년 10월 6일,18.1,13.2,22.7,0.0,2.9,360.0,53.4,16,8,0
2019년 10월 7일,14.8,13.3,17.9,25.4,1.8,360.0,92.0,9,6,0
2019년 10월 8일,14.7,10.6,19.8,0.0,2.6,250.0,58.8,25,8,0
2019년 10월 9일,13.6,7.7,20.4,0.0,1.7,230.0,48.3,26,12,0
2019년 10월 10일,15.2,10.7,19.8,0.0,1.3,320.0,60.9,40,19,1
2019년 10월 11일,18.8,13.0,26.1,0.0,1.9,360.0,60.0,31,19,1
2019년 10월 12일,17.9,13.3,23.3,0.0,3.5,360.0,49.3,20,8,0
2019년 10월 13일,17.2,12.1,23.8,0.0,1.9,360.0,52.6,27,14,0
2019년 10월 14일,14.4,9.5,19.6,0.0,2.5,250.0,56.9,44,13,1
2019년 10월 15일,14.5,8.8,20.4,0.0,1.6,360.0,55.6,21,11,0
2019년 10월 16일,14.6,9.0,20.8,0.0,1.6,230.0,58.3,34,18,1
2019년 10월 17일,15.4,11.2,21.6,0.0,1.7,360.0,56.0,26,16,0
2019년 10월 18일,17.0,12.0,22.7,0.0,2.4,360.0,58.3,20,10,0
2019년 10월 19일,17.0,12.1,23.1,0.0,1.8,230.0,63.8,33,18,1
2019년 10월 20일,16.5,12.0,22.9,0.0,1.3,320.0,70.3,43,27,1
2019년 10월 21일,17.1,10.9,24.6,0.0,1.0,320.0,61.0,58,36,1
2019년 10월 22일,18.1,13.3,24.4,0.0,1.6,70.0,56.1,50,32,1
2019년 10월 23일,17.0,14.3,20.7,0.0,2.4,70.0,57.3,25,15,0
2019년 10월 24일,18.3,15.3,23.8,0.0,2.7,70.0,47.6,20,12,0
2019년 10월 25일,16.7,13.1,22.0,0.0,2.4,70.0,58.0,35,19,1
2019년 10월 26일,10.0,6.6,14.9,0.0,2.5,270.0,60.0,26,15,0
2019년 10월 27일,11.0,4.7,17.4,0.0,1.6,290.0,59.0,26,15,0
2019년 10월 28일,12.9,7.4,17.7,1.7,2.5,200.0,65.9,29,19,0
2019년 10월 29일,12.5,8.2,17.6,0.1,2.3,270.0,61.0,33,11,1
2019년 10월 30일,11.2,5.0,17.7,0.0,1.6,270.0,60.3,34,13,1
2019년 10월 31일,14.8,8.4,19.7,0.0,2.3,230.0,73.8,169,46,3
2019년 11월 1일,14.9,11.4,20.5,0.0,1.8,290.0,57.9,51,26,1
2019년 11월 2일,13.6,8.3,18.7,0.0,1.5,290.0,57.3,100,57,2
2019년 11월 3일,14.7,9.4,22.1,0.0,2.1,70.0,57.8,9,5,0
2019년 11월 4일,13.8,9.2,20.3,0.0,2.1,70.0,57.8,27,15,0
2019년 11월 5일,12.4,8.4,18.4,0.0,1.6,20.0,65.1,44,27,1
2019년 11월 6일,11.0,6.3,16.5,0.0,1.8,290.0,63.6,40,22,1
2019년 11월 7일,9.2,5.0,13.6,0.0,2.7,320.0,42.8,63,20,1
2019년 11월 8일,6.8,1.1,13.0,0.0,1.9,290.0,31.4,47,21,1
2019년 11월 9일,9.5,3.5,17.2,0.0,1.6,290.0,41.4,44,24,1
2019년 11월 10일,10.0,6.2,15.3,11.8,2.1,70.0,59.6,36,24,1
2019년 11월 11일,11.2,7.9,15.1,1.1,2.4,290.0,71.6,39,19,1
2019년 11월 12일,9.3,4.8,14.5,0.0,1.4,20.0,63.6,51,30,1
2019년 11월 13일,7.2,3.0,11.3,7.5,2.8,50.0,72.3,15,6,0
2019년 11월 14일,1.3,-2.5,5.0,0.0,2.9,290.0,30.6,27,11,0
2019년 11월 15일,5.6,1.4,7.6,18.8,2.0,70.0,87.4,28,19,0
2019년 11월 16일,6.8,3.8,12.7,0.0,1.6,50.0,81.3,50,33,1
2019년 11월 17일,8.3,5.6,10.5,21.1,3.1,70.0,79.4,11,8,0
2019년 11월 18일,4.6,0.4,12.7,14.7,3.9,270.0,59.8,43,8,1
2019년 11월 19일,0.2,-3.5,4.0,0.0,2.8,290.0,48.0,33,10,1
2019년 11월 20일,0.5,-4.6,6.3,0.0,1.8,290.0,35.5,27,14,0
2019년 11월 21일,4.2,-2.3,9.0,0.0,1.9,50.0,37.4,48,22,1
2019년 11월 22일,9.7,3.0,17.3,0.0,2.1,70.0,34.1,47,26,1
2019년 11월 23일,12.1,7.7,17.7,0.0,1.8,70.0,52.0,42,23,1
2019년 11월 24일,9.8,4.6,15.6,3.8,2.2,50.0,74.6,13,9,0
