Date,Temperature,Min_temp,Max_temp,Rain,Wind_speed,Wind_dir,Humidity,PM10,PM25,Range
2014년 5월 7일,15.7,8.7,22.3,2.0,3.8,50.0,48.3,45,19,1
2014년 5월 8일,14.5,11.5,19.5,4.0,4.2,250.0,83.9,38,22,1
2014년 5월 9일,16.8,9.8,23.8,0.0,2.0,270.0,60.8,43,21,1
2014년 5월 10일,20.5,12.9,28.3,0.0,2.1,70.0,43.4,50,27,1
2014년 5월 11일,18.9,15.9,23.8,23.0,3.4,70.0,54.4,41,25,1
2014년 5월 12일,16.4,13.6,20.4,10.0,5.2,230.0,79.1,81,48,2
2014년 5월 13일,19.2,11.9,25.6,0.0,4.0,250.0,69.9,104,51,2
2014년 5월 14일,19.6,15.3,25.9,0.0,3.5,270.0,59.1,61,30,1
2014년 5월 15일,18.2,14.5,23.7,0.3,4.0,270.0,66.9,41,17,1
2014년 5월 16일,19.0,12.3,26.2,0.0,2.9,270.0,50.3,46,19,1
2014년 5월 17일,20.0,14.3,26.2,0.0,2.3,290.0,48.0,48,21,1
2014년 5월 18일,20.3,13.7,27.1,0.0,2.4,250.0,50.1,42,20,1
2014년 5월 19일,20.0,14.1,26.2,0.0,2.3,270.0,55.1,54,24,1
2014년 5월 20일,21.5,16.1,28.4,0.0,2.2,270.0,45.4,83,24,2
2014년 5월 21일,20.1,15.9,26.5,0.0,3.7,270.0,65.3,42,22,1
2014년 5월 22일,20.9,13.6,28.3,0.0,2.5,270.0,63.4,67,35,1
2014년 5월 23일,22.0,17.6,27.8,0.0,2.9,230.0,68.4,53,28,1
2014년 5월 24일,21.3,16.9,27.9,0.0,2.3,270.0,68.8,69,34,1
2014년 5월 25일,20.5,18.3,24.9,21.0,2.4,160.0,78.9,43,25,1
2014년 5월 26일,19.4,16.5,24.7,1.5,4.0,250.0,67.4,96,26,2
2014년 5월 27일,22.8,16.7,28.3,0.0,4.2,230.0,49.5,172,51,3
2014년 5월 28일,24.0,19.9,29.8,0.0,2.5,270.0,60.8,155,55,3
2014년 5월 29일,23.2,17.5,30.9,0.0,2.8,250.0,54.6,74,27,1
2014년 5월 30일,24.8,17.3,31.8,0.0,2.1,290.0,42.5,81,21,2
2014년 5월 31일,26.2,20.5,33.3,0.0,2.6,250.0,50.3,112,41,2
2014년 6월 1일,24.7,20.4,29.9,0.0,1.9,270.0,58.1,85,31,2
2014년 6월 2일,22.6,20.6,24.6,2.0,2.2,70.0,73.5,76,39,1
2014년 6월 3일,18.7,17.5,21.0,33.0,3.5,70.0,95.3,23,13,0
2014년 6월 4일,22.8,18.7,27.8,0.0,4.3,70.0,61.5,23,12,0
2014년 6월 5일,22.9,20.4,26.1,0.0,2.9,70.0,58.8,24,13,0
2014년 6월 6일,24.4,18.8,31.1,0.0,2.4,50.0,58.9,36,17,1
2014년 6월 7일,23.5,19.7,27.1,0.0,2.4,270.0,65.1,29,15,0
2014년 6월 8일,21.4,19.2,24.5,0.0,3.0,250.0,75.3,35,21,1
2014년 6월 9일,22.9,18.5,28.7,0.0,2.3,290.0,70.8,46,27,1
2014년 6월 10일,23.6,20.0,29.3,5.5,2.1,70.0,72.0,27,16,0
2014년 6월 11일,20.5,18.3,26.9,19.0,1.9,20.0,87.1,26,15,0
2014년 6월 12일,21.2,17.3,27.1,0.1,2.8,50.0,73.9,33,18,1
2014년 6월 13일,21.3,18.4,25.8,0.0,2.9,230.0,79.0,58,34,1
2014년 6월 14일,22.5,18.3,27.7,0.0,3.3,270.0,71.6,34,20,1
2014년 6월 15일,23.2,19.5,28.5,0.0,3.3,270.0,69.9,42,25,1
2014년 6월 16일,23.9,19.1,29.0,0.0,2.5,270.0,66.4,36,20,1
2014년 6월 17일,24.5,21.5,30.7,3.5,1.9,250.0,71.8,88,58,2
2014년 6월 18일,24.4,20.5,29.1,0.1,3.0,270.0,71.3,75,46,1
2014년 6월 19일,22.5,20.8,25.6,0.0,3.5,250.0,79.3,48,29,1
2014년 6월 20일,24.2,20.7,28.6,1.5,1.6,290.0,76.5,55,32,1
2014년 6월 21일,23.1,19.8,28.2,8.5,2.7,70.0,80.9,32,20,1
2014년 6월 22일,23.7,20.2,29.0,0.4,1.8,50.0,74.4,21,13,0
2014년 6월 23일,21.0,19.4,23.2,24.5,1.4,50.0,91.4,27,17,0
2014년 6월 24일,22.9,19.4,27.2,0.0,2.4,250.0,74.6,32,18,1
2014년 6월 25일,23.8,20.2,29.0,0.0,2.3,270.0,74.1,48,28,1
2014년 6월 26일,24.4,20.2,29.5,0.0,2.4,270.0,68.0,46,26,1
2014년 6월 27일,24.1,20.6,29.5,0.0,2.8,270.0,74.8,35,20,1
2014년 6월 28일,23.8,21.3,28.4,0.0,3.8,270.0,71.6,45,25,1
2014년 6월 29일,24.1,20.9,29.8,0.0,2.1,200.0,70.3,35,21,1
2014년 6월 30일,25.3,21.2,30.2,0.0,2.7,270.0,68.0,30,18,0
2014년 7월 1일,26.0,21.1,31.2,0.0,2.1,270.0,67.8,58,37,1
2014년 7월 2일,25.7,22.1,31.1,20.5,2.5,290.0,77.3,87,49,2
2014년 7월 3일,22.6,21.4,24.7,2.0,2.8,50.0,85.5,12,7,0
2014년 7월 4일,26.8,21.6,32.3,0.0,2.4,70.0,62.1,28,17,0
2014년 7월 5일,25.7,22.3,29.7,0.0,2.1,270.0,70.4,30,17,0
2014년 7월 6일,25.7,23.0,29.5,0.0,2.1,140.0,65.8,21,13,0
2014년 7월 7일,27.1,20.8,33.8,0.0,2.3,270.0,61.4,43,25,1
2014년 7월 8일,25.9,23.7,29.3,0.2,1.9,270.0,73.0,27,16,0
2014년 7월 9일,27.6,25.6,33.0,0.5,2.2,70.0,78.3,14,8,0
2014년 7월 10일,28.9,24.6,33.6,0.0,2.9,290.0,57.9,36,12,1
2014년 7월 11일,27.1,23.0,32.8,0.0,4.0,250.0,63.4,86,55,2
2014년 7월 12일,25.3,22.9,29.6,0.0,3.2,230.0,74.3,57,37,1
2014년 7월 13일,25.4,23.0,29.4,0.0,3.3,250.0,73.4,65,38,1
2014년 7월 14일,26.4,22.8,30.7,0.0,3.3,250.0,70.8,86,56,2
2014년 7월 15일,26.8,23.9,32.3,0.0,2.4,230.0,69.4,103,58,2
2014년 7월 16일,26.6,23.5,32.2,0.0,2.7,270.0,68.4,42,24,1
2014년 7월 17일,25.9,23.6,29.6,0.2,3.1,250.0,75.9,23,16,0
2014년 7월 18일,26.1,22.6,30.6,1.5,2.6,230.0,80.5,25,15,0
2014년 7월 19일,27.0,24.7,30.7,0.0,2.4,270.0,79.8,48,30,1
2014년 7월 20일,27.9,24.6,33.2,0.0,2.6,270.0,75.8,55,33,1
2014년 7월 21일,27.3,24.4,31.6,0.0,3.0,230.0,73.9,49,31,1
2014년 7월 22일,25.9,24.6,28.2,16.5,4.4,230.0,83.9,19,9,0
2014년 7월 23일,23.6,21.7,25.2,55.0,3.2,230.0,90.0,22,12,0
2014년 7월 24일,21.9,19.1,24.5,48.0,2.0,70.0,92.8,17,9,0
2014년 7월 25일,27.5,22.1,33.7,59.5,2.9,160.0,81.9,21,10,0
2014년 7월 26일,22.6,20.8,27.3,2.5,6.4,230.0,86.1,76,46,1
2014년 7월 27일,25.0,21.4,30.6,0.0,1.9,200.0,75.0,78,51,1
2014년 7월 28일,26.6,21.6,31.3,0.0,1.9,50.0,71.6,76,48,1
2014년 7월 29일,26.5,23.4,30.1,0.0,2.5,180.0,68.4,27,17,0
2014년 7월 30일,28.6,25.0,33.5,0.0,2.2,230.0,70.6,29,15,0
2014년 7월 31일,28.6,25.8,34.4,1.5,2.1,50.0,75.9,12,8,0
2014년 8월 1일,30.2,24.7,34.7,0.0,2.6,70.0,63.4,16,9,0
2014년 8월 2일,31.4,28.7,35.8,0.0,3.9,70.0,55.0,14,7,0
2014년 8월 3일,26.5,24.1,30.5,13.0,4.2,70.0,87.6,6,4,0
2014년 8월 4일,26.4,24.7,29.6,6.5,2.1,50.0,93.0,21,15,0
2014년 8월 5일,26.6,25.0,29.2,0.0,3.2,230.0,87.5,71,47,1
2014년 8월 6일,24.4,22.5,26.2,10.5,2.2,270.0,92.4,28,18,0
2014년 8월 7일,24.7,22.6,27.1,0.2,1.5,270.0,91.1,56,30,1
2014년 8월 8일,26.1,21.9,30.6,0.0,3.8,70.0,62.3,14,8,0
2014년 8월 9일,26.5,22.3,31.6,0.0,4.6,70.0,48.4,29,19,0
2014년 8월 10일,23.4,19.6,27.7,42.5,2.6,50.0,79.4,6,5,0
2014년 8월 11일,23.7,18.3,28.6,0.0,2.2,270.0,78.4,35,19,1
2014년 8월 12일,25.8,22.3,30.4,0.0,2.7,270.0,77.8,100,64,2
2014년 8월 13일,24.2,22.5,26.7,0.0,2.1,50.0,75.3,33,21,1
2014년 8월 14일,22.3,21.4,24.2,0.5,2.0,50.0,78.6,25,15,0
2014년 8월 15일,24.9,20.9,29.6,0.0,1.7,270.0,72.9,41,23,1
2014년 8월 16일,26.1,22.2,31.8,0.0,1.8,290.0,73.9,34,17,1
2014년 8월 17일,24.0,22.9,25.0,3.0,1.9,50.0,81.1,14,8,0
2014년 8월 18일,22.3,20.9,24.4,11.5,3.1,70.0,90.0,8,5,0
2014년 8월 19일,22.3,20.4,25.3,4.5,1.5,70.0,96.6,33,19,1
2014년 8월 20일,24.8,22.4,28.0,0.5,1.1,20.0,86.0,52,26,1
2014년 8월 21일,23.1,21.8,24.6,46.5,2.4,50.0,96.5,9,5,0
2014년 8월 22일,24.7,21.8,28.2,15.0,3.1,250.0,83.4,90,56,2
2014년 8월 23일,25.2,22.8,29.7,0.5,2.7,230.0,79.5,49,32,1
2014년 8월 24일,25.6,20.7,30.7,0.1,1.3,50.0,75.5,70,44,1
2014년 8월 25일,25.9,24.1,28.6,0.0,3.0,70.0,71.8,38,26,1
2014년 8월 26일,25.4,21.6,29.6,11.5,2.5,70.0,71.4,8,5,0
2014년 8월 27일,24.6,21.1,28.6,0.0,2.8,70.0,66.8,15,7,0
2014년 8월 28일,25.1,19.8,30.7,0.0,2.2,50.0,65.3,33,15,1
2014년 8월 29일,25.2,21.0,30.1,6.5,1.8,50.0,71.9,37,21,1
2014년 8월 30일,24.6,19.9,30.7,0.0,1.9,70.0,71.6,36,23,1
2014년 8월 31일,24.1,20.7,29.0,0.0,1.4,50.0,68.6,28,16,0
2014년 9월 1일,24.1,20.4,29.7,1.5,1.5,50.0,72.5,30,19,0
2014년 9월 2일,23.1,19.3,27.7,6.0,2.5,70.0,73.6,18,10,0
2014년 9월 3일,19.1,17.4,20.6,57.5,3.4,70.0,99.8,11,6,0
2014년 9월 4일,22.4,18.0,27.6,0.0,2.5,270.0,79.4,22,13,0
2014년 9월 5일,23.8,20.0,29.0,0.0,2.1,250.0,76.0,29,17,0
2014년 9월 6일,25.2,20.3,30.8,0.0,1.8,290.0,66.9,36,22,1
2014년 9월 7일,25.3,19.8,31.3,0.0,1.6,50.0,72.1,54,31,1
2014년 9월 8일,24.8,20.6,30.2,0.0,2.5,270.0,75.0,35,23,1
2014년 9월 9일,23.3,19.9,28.2,0.0,2.1,270.0,66.5,18,10,0
2014년 9월 10일,22.4,16.7,28.9,0.0,1.5,270.0,60.6,28,15,0
2014년 9월 11일,23.3,17.5,29.2,0.0,1.8,70.0,61.1,39,22,1
2014년 9월 12일,21.3,18.6,26.6,0.1,2.1,50.0,74.9,40,25,1
2014년 9월 13일,23.1,18.6,28.3,0.0,2.3,70.0,60.9,18,9,0
2014년 9월 14일,23.0,18.2,28.4,0.0,2.3,70.0,60.6,26,12,0
2014년 9월 15일,23.1,20.6,27.5,0.0,2.2,270.0,64.9,51,29,1
2014년 9월 16일,21.3,15.8,27.0,0.0,2.1,290.0,43.8,39,20,1
2014년 9월 17일,20.2,17.6,22.6,0.0,1.5,270.0,52.3,49,22,1
2014년 9월 18일,20.6,16.2,27.0,0.0,2.0,70.0,56.5,24,11,0
2014년 9월 19일,21.4,14.9,28.4,0.0,1.7,50.0,55.0,38,20,1
2014년 9월 20일,21.6,15.4,28.1,0.0,2.0,70.0,52.5,50,29,1
2014년 9월 21일,20.2,17.5,25.6,0.0,1.4,50.0,61.6,32,17,1
2014년 9월 22일,21.4,15.0,27.9,0.0,2.0,50.0,57.5,26,15,0
2014년 9월 23일,23.0,18.1,29.0,0.0,2.5,70.0,52.1,26,14,0
2014년 9월 24일,20.3,18.0,23.8,6.5,2.6,50.0,77.9,16,9,0
2014년 9월 25일,22.2,17.7,27.7,0.0,1.7,70.0,66.9,43,27,1
2014년 9월 26일,21.0,18.6,24.2,0.0,2.6,70.0,78.1,39,21,1
2014년 9월 27일,21.4,18.3,25.1,0.0,2.6,270.0,79.0,31,17,1
2014년 9월 28일,21.7,19.2,24.7,0.5,1.1,50.0,85.5,58,35,1
2014년 9월 29일,19.4,17.7,20.7,16.0,1.3,20.0,99.0,41,22,1
2014년 9월 30일,18.9,15.4,23.7,0.0,3.1,70.0,72.5,9,5,0
2014년 10월 1일,19.2,14.9,24.4,0.0,2.6,70.0,68.6,36,21,1
2014년 10월 2일,18.1,17.1,20.1,9.0,2.2,270.0,89.0,27,15,0
2014년 10월 3일,16.1,13.4,20.8,0.0,2.9,270.0,74.3,25,14,0
2014년 10월 4일,16.9,11.6,23.0,0.0,3.4,70.0,62.0,20,9,0
2014년 10월 5일,17.1,12.5,23.2,0.0,3.1,70.0,53.1,18,12,0
2014년 10월 6일,16.6,10.5,22.6,0.0,1.7,70.0,57.0,29,14,0
2014년 10월 7일,16.1,11.6,22.5,0.0,2.4,50.0,64.8,31,14,1
2014년 10월 8일,16.7,10.0,23.6,0.0,1.5,50.0,61.5,47,28,1
2014년 10월 9일,18.6,12.4,25.4,0.0,2.0,320.0,60.4,52,32,1
2014년 10월 10일,19.0,12.5,26.3,0.0,3.6,70.0,63.3,17,13,0
2014년 10월 11일,19.4,13.6,25.6,0.0,3.1,70.0,57.4,34,20,1
2014년 10월 12일,21.2,13.9,29.0,0.0,1.9,70.0,48.5,44,25,1
2014년 10월 13일,17.4,11.0,21.7,0.0,4.7,70.0,51.9,18,8,0
2014년 10월 14일,13.8,8.5,20.0,0.0,2.2,50.0,51.8,27,12,0
2014년 10월 15일,13.8,8.9,20.0,0.0,2.4,50.0,60.4,27,14,0
2014년 10월 16일,13.2,9.3,18.0,2.5,3.1,270.0,53.8,37,10,1
2014년 10월 17일,13.6,6.6,21.2,0.0,1.9,20.0,53.8,31,14,1
2014년 10월 18일,15.5,9.4,22.5,0.0,1.7,50.0,68.9,49,23,1
2014년 10월 19일,17.0,11.2,22.7,0.0,1.7,50.0,61.0,72,37,1
2014년 10월 20일,14.4,12.9,17.1,21.5,2.6,70.0,97.8,21,14,0
2014년 10월 21일,13.8,11.9,15.7,18.5,3.4,70.0,92.8,7,6,0
2014년 10월 22일,13.6,10.4,18.7,0.0,3.0,50.0,69.0,19,12,0
2014년 10월 23일,13.8,8.5,20.6,0.0,2.1,70.0,67.8,40,26,1
2014년 10월 24일,15.1,9.9,21.0,0.0,1.8,50.0,78.0,51,30,1
2014년 10월 25일,16.5,12.9,22.2,0.0,1.9,50.0,81.1,42,22,1
2014년 10월 26일,16.0,11.6,19.9,0.5,2.8,230.0,76.9,49,28,1
2014년 10월 27일,10.7,6.1,16.9,0.0,3.0,270.0,35.3,72,26,1
2014년 10월 28일,10.2,2.7,19.4,0.0,1.4,270.0,43.4,70,30,1
2014년 10월 29일,12.1,4.9,20.8,0.0,1.7,50.0,46.4,82,41,2
2014년 10월 30일,14.2,7.7,20.8,0.0,1.5,50.0,45.8,89,51,2
2014년 10월 31일,15.0,12.8,18.2,0.2,2.4,70.0,62.1,22,11,0
2014년 11월 1일,17.3,15.1,22.9,0.0,2.2,270.0,63.4,69,33,1
2014년 11월 2일,12.0,7.1,15.4,2.5,4.8,270.0,50.5,28,8,0
2014년 11월 3일,9.3,3.8,14.8,0.0,3.1,270.0,40.9,31,13,1
2014년 11월 4일,11.3,5.4,18.5,0.0,1.9,270.0,60.5,21,10,0
2014년 11월 5일,12.4,6.4,18.4,0.0,1.9,270.0,65.6,37,19,1
2014년 11월 6일,13.5,9.5,17.7,0.5,2.1,290.0,61.0,77,31,1
2014년 11월 7일,9.8,5.1,16.5,0.0,1.9,270.0,52.5,50,20,1
2014년 11월 8일,9.9,6.9,15.1,0.0,1.4,20.0,61.9,65,32,1
2014년 11월 9일,10.0,6.3,15.5,0.0,2.3,290.0,46.3,51,23,1
2014년 11월 10일,9.4,3.5,16.5,0.0,1.7,50.0,49.9,62,30,1
2014년 11월 11일,9.4,4.6,14.5,2.0,1.9,50.0,67.4,77,46,1
2014년 11월 12일,6.0,-1.3,10.0,5.0,5.4,270.0,50.6,45,8,1
2014년 11월 13일,-0.2,-3.1,4.3,0.0,3.7,290.0,38.5,17,8,0
2014년 11월 14일,4.2,-1.4,10.0,0.0,2.2,20.0,54.0,42,24,1
2014년 11월 15일,4.1,-0.5,9.5,0.0,2.1,290.0,38.3,38,17,1
2014년 11월 16일,6.6,2.6,12.4,1.0,1.6,20.0,42.6,52,28,1
2014년 11월 17일,6.2,3.8,9.0,1.5,2.3,320.0,75.5,39,23,1
2014년 11월 18일,5.0,1.7,10.4,0.0,2.2,290.0,53.4,38,22,1
2014년 11월 19일,5.6,-0.6,12.6,0.0,1.6,50.0,55.4,71,38,1
2014년 11월 20일,7.9,2.7,14.6,0.0,1.8,50.0,61.9,65,37,1
2014년 11월 21일,11.3,5.9,16.5,0.0,2.8,50.0,62.5,49,26,1
2014년 11월 22일,11.0,8.0,12.7,4.0,1.9,200.0,90.9,62,33,1
2014년 11월 23일,9.0,6.3,12.3,0.0,2.0,50.0,80.0,83,46,2
2014년 11월 24일,9.8,8.0,13.2,0.0,1.3,50.0,59.8,67,37,1
2014년 11월 25일,10.2,6.6,15.1,0.0,4.2,70.0,56.0,25,13,0
2014년 11월 26일,11.0,8.2,16.3,0.0,2.8,70.0,58.8,47,25,1
2014년 11월 27일,10.4,6.7,14.9,0.0,1.9,50.0,69.9,60,33,1
2014년 11월 28일,8.8,6.5,10.1,18.0,3.7,70.0,88.0,11,8,0
2014년 11월 29일,8.3,5.5,12.8,0.0,2.1,70.0,83.9,29,16,0
2014년 11월 30일,9.1,7.2,11.1,7.0,3.2,70.0,88.1,11,6,0
2014년 12월 1일,-1.1,-7.2,7.9,0.5,6.1,290.0,58.8,53,16,1
2014년 12월 2일,-5.4,-8.2,-2.7,0.0,4.6,270.0,42.3,28,9,0
2014년 12월 3일,-3.3,-6.5,-0.5,0.9,1.9,270.0,70.6,26,13,0
2014년 12월 4일,-4.6,-7.4,-0.2,0.0,2.7,290.0,43.0,48,13,1
2014년 12월 5일,-6.6,-10.1,-2.5,0.0,3.6,290.0,45.5,29,14,0
2014년 12월 6일,-5.6,-8.8,-0.5,0.0,2.8,290.0,47.5,27,11,0
2014년 12월 7일,-3.4,-8.2,0.2,0.0,1.6,50.0,43.9,47,22,1
2014년 12월 8일,-1.6,-4.8,2.7,0.0,2.6,290.0,48.4,37,17,1
2014년 12월 9일,-2.4,-7.4,4.1,0.0,1.5,290.0,44.1,67,34,1
2014년 12월 10일,1.6,-1.9,4.2,2.0,1.9,200.0,58.8,43,23,1
2014년 12월 11일,-1.5,-5.2,3.2,0.5,3.4,290.0,64.8,37,19,1
2014년 12월 12일,-3.8,-7.0,0.5,0.1,2.0,270.0,70.4,34,19,1
2014년 12월 13일,-5.2,-7.3,-2.0,0.0,3.2,290.0,45.8,22,10,0
2014년 12월 14일,-3.6,-8.6,0.6,0.0,1.5,50.0,60.5,36,24,1
2014년 12월 15일,-0.1,-1.7,2.0,10.5,2.8,70.0,90.6,41,27,1
2014년 12월 16일,-4.9,-9.4,1.7,0.0,4.9,290.0,58.9,16,9,0
2014년 12월 17일,-9.0,-11.1,-5.2,0.0,4.9,290.0,41.0,21,8,0
2014년 12월 18일,-8.3,-13.2,-2.2,0.0,2.3,270.0,39.9,42,24,1
2014년 12월 19일,-3.8,-8.1,0.0,0.9,3.4,70.0,54.5,41,22,1
2014년 12월 20일,-1.7,-6.6,2.1,2.0,3.8,290.0,66.0,18,9,0
2014년 12월 21일,-6.4,-9.0,-1.3,0.0,2.2,290.0,58.5,25,16,0
2014년 12월 22일,-4.7,-9.7,0.8,0.3,2.2,50.0,64.6,25,15,0
2014년 12월 23일,-1.3,-5.7,1.8,0.0,2.6,50.0,67.1,56,34,1
2014년 12월 24일,1.7,-3.1,6.4,0.2,2.8,20.0,66.8,35,20,1
2014년 12월 25일,-2.6,-5.9,1.8,0.0,2.5,270.0,52.0,31,17,1
2014년 12월 26일,-3.2,-7.4,2.5,0.0,1.9,270.0,45.6,36,21,1
2014년 12월 27일,-1.8,-6.3,5.0,0.0,1.7,20.0,46.8,56,31,1
2014년 12월 28일,-0.8,-3.6,1.6,0.0,2.2,50.0,64.1,59,37,1
2014년 12월 29일,2.9,-0.5,6.4,0.0,2.3,50.0,73.1,212,112,3
2014년 12월 30일,1.9,-1.6,6.3,0.0,2.6,270.0,62.8,46,23,1
2014년 12월 31일,-1.9,-6.9,1.7,0.0,3.8,290.0,47.4,37,10,1
2015년 1월 1일,-7.7,-9.8,-4.3,0.0,4.6,290.0,41.4,32,11,1
2015년 1월 2일,-6.0,-9.0,-1.9,0.0,3.2,270.0,45.9,35,15,1
2015년 1월 3일,-2.7,-9.2,3.1,0.0,1.9,230.0,56.1,37,22,1
2015년 1월 4일,2.5,0.2,8.5,0.0,2.0,50.0,70.1,65,35,1
2015년 1월 5일,3.7,-1.1,7.9,0.4,2.4,70.0,73.1,104,58,2
2015년 1월 6일,-3.2,-7.6,4.0,3.0,4.3,290.0,52.4,21,7,0
2015년 1월 7일,-5.5,-8.9,-0.6,0.0,2.5,270.0,33.1,42,17,1
2015년 1월 8일,-5.1,-9.5,-0.2,0.0,2.2,270.0,45.8,42,21,1
2015년 1월 9일,-2.1,-6.8,3.5,0.0,2.0,270.0,58.3,53,30,1
2015년 1월 10일,-0.3,-5.6,4.8,0.0,2.3,270.0,56.5,31,16,1
2015년 1월 11일,-0.4,-4.3,2.5,0.0,3.6,290.0,57.8,56,25,1
2015년 1월 12일,-2.7,-7.3,3.7,0.0,1.8,270.0,37.8,54,29,1
2015년 1월 13일,0.2,-5.1,5.8,0.0,1.8,50.0,39.6,73,37,1
2015년 1월 14일,2.5,-0.3,6.1,0.0,1.5,20.0,41.1,82,42,2
2015년 1월 15일,2.8,-1.1,9.0,0.0,2.1,270.0,53.6,72,39,1
2015년 1월 16일,0.8,-2.5,3.4,0.3,4.0,250.0,73.0,68,38,1
2015년 1월 17일,-4.1,-7.7,0.0,0.0,3.8,270.0,46.0,32,13,1
2015년 1월 18일,-1.3,-6.5,2.1,4.0,2.3,50.0,68.4,28,14,0
2015년 1월 19일,-0.1,-4.0,3.1,0.1,3.2,270.0,68.1,38,17,1
2015년 1월 20일,-0.9,-6.4,4.4,0.0,1.9,50.0,55.8,66,35,1
2015년 1월 21일,2.6,-1.2,6.5,0.0,2.0,70.0,58.3,85,46,2
2015년 1월 22일,3.1,0.8,7.1,0.0,1.5,270.0,60.6,34,21,1
2015년 1월 23일,1.2,-1.6,4.9,0.0,2.6,50.0,66.4,32,16,1
2015년 1월 24일,3.7,0.8,8.4,0.0,1.8,290.0,62.9,74,40,1
2015년 1월 25일,3.0,1.1,5.0,3.0,3.5,70.0,78.4,43,27,1
2015년 1월 26일,3.6,0.2,6.5,0.5,2.6,270.0,87.5,72,49,1
2015년 1월 27일,-3.6,-7.4,0.5,0.0,3.7,290.0,55.4,40,14,1
2015년 1월 28일,-4.1,-9.1,2.7,0.0,2.3,70.0,49.3,47,21,1
2015년 1월 29일,-1.1,-4.6,3.0,0.0,2.3,70.0,56.4,52,27,1
2015년 1월 30일,-3.3,-7.0,0.8,0.0,3.8,290.0,51.8,24,10,0
2015년 1월 31일,-4.5,-8.5,0.8,0.0,2.6,270.0,46.4,46,23,1
2015년 2월 1일,-3.0,-8.2,3.6,0.0,1.9,290.0,44.9,29,17,0
2015년 2월 2일,-0.6,-5.3,6.4,0.0,1.5,20.0,47.3,54,25,1
2015년 2월 3일,0.6,-3.5,7.2,0.0,2.1,20.0,54.5,68,42,1
2015년 2월 4일,0.4,-3.1,5.8,0.0,2.0,270.0,64.5,111,66,2
2015년 2월 5일,-0.1,-3.8,4.8,0.0,3.0,270.0,57.1,76,42,1
2015년 2월 6일,0.4,-4.3,6.5,0.0,2.2,290.0,57.3,41,19,1
2015년 2월 7일,1.2,-2.7,5.7,0.0,2.6,250.0,65.3,41,27,1
2015년 2월 8일,-9.8,-11.9,-2.8,0.0,5.3,290.0,34.1,55,12,1
2015년 2월 9일,-5.7,-13.0,-0.1,0.2,3.1,270.0,54.6,53,29,1
2015년 2월 10일,1.7,-2.0,5.8,0.0,2.8,250.0,69.0,124,61,2
2015년 2월 11일,2.7,-0.8,8.0,0.0,2.5,270.0,60.3,66,36,1
2015년 2월 12일,-2.2,-4.7,1.6,0.0,4.2,270.0,36.8,35,12,1
2015년 2월 13일,-1.6,-6.4,4.0,0.0,3.1,270.0,46.4,33,19,1
2015년 2월 14일,2.0,-3.1,6.6,0.0,2.2,20.0,72.9,80,39,1
2015년 2월 15일,7.9,3.2,13.0,0.0,2.9,70.0,61.6,82,41,2
2015년 2월 16일,5.0,4.1,7.9,10.5,3.5,70.0,91.9,17,12,0
2015년 2월 17일,1.9,0.5,4.1,0.5,3.5,290.0,78.5,65,41,1
2015년 2월 18일,0.8,-1.5,3.3,0.0,2.5,270.0,72.0,74,49,1
2015년 2월 19일,2.2,-2.7,8.6,0.0,1.6,290.0,67.1,51,34,1
2015년 2월 20일,5.2,-1.3,11.4,0.0,2.0,50.0,55.3,48,31,1
2015년 2월 21일,5.7,4.8,6.7,8.0,3.4,70.0,79.0,9,6,0
2015년 2월 22일,3.5,-0.7,7.0,2.5,4.1,270.0,78.0,737,56,3
2015년 2월 23일,0.9,-2.4,5.9,0.0,3.0,270.0,60.4,276,44,3
2015년 2월 24일,2.1,-1.1,7.5,0.0,2.3,270.0,60.0,85,27,2
2015년 2월 25일,5.4,0.2,12.5,0.5,2.9,50.0,48.6,52,19,1
2015년 2월 26일,1.2,-3.5,4.7,0.5,4.9,270.0,56.9,20,10,0
2015년 2월 27일,-1.3,-5.6,4.8,0.0,3.2,270.0,35.6,35,21,1
2015년 2월 28일,2.7,-2.0,6.4,0.0,2.0,70.0,40.5,55,29,1
2015년 3월 1일,2.4,-0.2,5.9,0.0,3.7,270.0,56.8,127,26,2
2015년 3월 2일,3.9,-1.9,9.7,0.0,2.8,230.0,43.5,89,25,2
2015년 3월 3일,2.8,-1.3,6.7,5.5,3.4,200.0,69.5,44,29,1
2015년 3월 4일,-2.1,-4.6,1.4,0.0,5.3,270.0,43.4,43,29,1
2015년 3월 5일,-0.3,-5.4,5.5,0.0,1.9,290.0,41.1,41,24,1
2015년 3월 6일,2.9,-3.2,10.4,0.0,2.3,270.0,37.8,45,26,1
2015년 3월 7일,4.2,-2.3,11.0,0.0,2.3,270.0,45.5,54,29,1
2015년 3월 8일,7.7,0.4,15.1,0.0,1.8,50.0,42.5,118,67,2
2015년 3월 9일,2.2,-5.4,8.2,0.0,5.4,290.0,43.4,43,9,1
2015년 3월 10일,-3.4,-6.9,1.0,0.0,5.9,290.0,30.6,27,10,0
2015년 3월 11일,0.4,-5.1,7.5,0.0,4.5,250.0,45.1,29,12,0
2015년 3월 12일,2.1,-3.5,6.7,0.0,4.0,250.0,41.0,28,12,0
2015년 3월 13일,5.6,1.8,11.0,0.1,3.0,270.0,45.4,51,23,1
2015년 3월 14일,4.3,-1.2,11.6,0.0,2.3,250.0,31.4,39,20,1
2015년 3월 15일,5.5,0.0,12.5,0.0,2.2,270.0,42.0,41,22,1
